"","state","pollster","number.of.observations","start.date","end.date","other","undecided","mode","population","pollsterFullName","year","democrat","republican","ID","race_id"
"2664","--","YouGov/Economist",346,"2016-10-15","2016-10-18",7,15,"Internet","Likely Voters - independent","YouGov/Economist","2016",32,37,2664,2664
"2665","--","IBD/TIPP",NA,"2016-10-13","2016-10-18",5,3,"Live Phone","Likely Voters - Democrat","IBD/TIPP","2016",78,6,2665,2665
"2666","--","IBD/TIPP",NA,"2016-10-13","2016-10-18",5,3,"Live Phone","Likely Voters - Republican","IBD/TIPP","2016",6,82,2666,2666
"2667","--","IBD/TIPP",NA,"2016-10-13","2016-10-18",10,6,"Live Phone","Likely Voters - independent","IBD/TIPP","2016",29,44,2667,2667
"2668","--","FOX",912,"2016-10-15","2016-10-17",5,6,"Live Phone","Likely Voters","FOX","2016",45,39,2668,2668
"2669","--","FOX",NA,"2016-10-15","2016-10-17",4,3,"Live Phone","Likely Voters - Democrat","FOX","2016",87,3,2669,2669
"2670","--","FOX",NA,"2016-10-15","2016-10-17",2,5,"Live Phone","Likely Voters - Republican","FOX","2016",5,80,2670,2670
"2671","--","FOX",NA,"2016-10-15","2016-10-17",12,12,"Live Phone","Likely Voters - independent","FOX","2016",31,38,2671,2671
"2672","--","Bloomberg/Selzer",1006,"2016-10-14","2016-10-17",4,5,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",50,41,2672,2672
"2673","--","Bloomberg/Selzer",NA,"2016-10-14","2016-10-17",1,2,"Live Phone","Likely Voters - Democrat","Bloomberg/Selzer","2016",93,4,2673,2673
"2674","--","Bloomberg/Selzer",NA,"2016-10-14","2016-10-17",4,4,"Live Phone","Likely Voters - Republican","Bloomberg/Selzer","2016",6,85,2674,2674
"2675","--","Bloomberg/Selzer",NA,"2016-10-14","2016-10-17",13,9,"Live Phone","Likely Voters - independent","Bloomberg/Selzer","2016",39,38,2675,2675
"2676","--","Bloomberg/Selzer",1006,"2016-10-14","2016-10-17",3,5,"Live Phone","Likely Voters","Bloomberg/Selzer","2016",47,38,2676,2676
"2677","--","Ipsos/Reuters",1190,"2016-10-13","2016-10-17",8,10,"Internet","Likely Voters","Ipsos/Reuters","2016",43,39,2677,2677
"2678","--","Ipsos/Reuters",NA,"2016-10-13","2016-10-17",5,7,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",80,8,2678,2678
"2679","--","Ipsos/Reuters",NA,"2016-10-13","2016-10-17",8,7,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",7,78,2679,2679
"2680","--","Ipsos/Reuters",NA,"2016-10-13","2016-10-17",24,12,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",24,39,2680,2680
"2681","--","Ipsos/Reuters",1190,"2016-10-13","2016-10-17",4,10,"Internet","Likely Voters","Ipsos/Reuters","2016",42,38,2681,2681
"2682","--","Ipsos/Reuters",NA,"2016-10-13","2016-10-17",4,6,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",78,8,2682,2682
"2683","--","Ipsos/Reuters",NA,"2016-10-13","2016-10-17",4,7,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",8,77,2683,2683
"2684","--","Ipsos/Reuters",NA,"2016-10-13","2016-10-17",11,12,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",23,34,2684,2684
"2685","--","Public Religion Research Institute/The Atlantic",692,"2016-10-12","2016-10-17",4,6,"Live Phone","Likely Voters","Public Religion Research Institute/The Atlantic","2016",51,36,2685,2685
"2686","--","Lucid/The Times-Picayune",546,"2016-10-14","2016-10-16",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",43,38,2686,2686
"2687","--","Monmouth University",726,"2016-10-14","2016-10-16",3,3,"Live Phone","Likely Voters","Monmouth University","2016",50,38,2687,2687
"2688","--","CBS",1189,"2016-10-12","2016-10-16",5,5,"Live Phone","Likely Voters","CBS","2016",51,40,2688,2688
"2689","--","CBS",282,"2016-10-12","2016-10-16",1,2,"Live Phone","Likely Voters - Democrat","CBS","2016",92,5,2689,2689
"2690","--","CBS",254,"2016-10-12","2016-10-16",5,6,"Live Phone","Likely Voters - Republican","CBS","2016",9,81,2690,2690
"2691","--","CBS",242,"2016-10-12","2016-10-16",8,7,"Live Phone","Likely Voters - independent","CBS","2016",45,39,2691,2691
"2692","--","CBS",1189,"2016-10-12","2016-10-16",5,3,"Live Phone","Likely Voters","CBS","2016",47,38,2692,2692
"2693","--","CBS",282,"2016-10-12","2016-10-16",3,0,"Live Phone","Likely Voters - Democrat","CBS","2016",89,5,2693,2693
"2694","--","CBS",254,"2016-10-12","2016-10-16",3,4,"Live Phone","Likely Voters - Republican","CBS","2016",8,77,2694,2694
"2695","--","CBS",242,"2016-10-12","2016-10-16",9,3,"Live Phone","Likely Voters - independent","CBS","2016",38,36,2695,2695
"2696","--","Rasmussen",1500,"2016-10-12","2016-10-16",5,6,"IVR/Online","Likely Voters","Rasmussen","2016",43,41,2696,2696
"2697","--","NBC/SurveyMonkey",24804,"2016-10-10","2016-10-16",NA,6,"Internet","Likely Voters","NBC/SurveyMonkey","2016",51,43,2697,2697
"2698","--","NBC/SurveyMonkey",24804,"2016-10-10","2016-10-16",4,2,"Internet","Likely Voters","NBC/SurveyMonkey","2016",46,40,2698,2698
"2699","--","UPI/CVOTER",1325,"2016-10-10","2016-10-16",4,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,46,2699,2699
"2700","--","Politico/Morning Consult",1737,"2016-10-13","2016-10-15",NA,14,"Internet","Likely Voters","Politico/Morning Consult","2016",46,41,2700,2700
"2701","--","Politico/Morning Consult",676,"2016-10-13","2016-10-15",NA,9,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",84,8,2701,2701
"2702","--","Politico/Morning Consult",566,"2016-10-13","2016-10-15",NA,10,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",8,82,2702,2702
"2703","--","Politico/Morning Consult",495,"2016-10-13","2016-10-15",NA,24,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",37,39,2703,2703
"2704","--","Politico/Morning Consult",1737,"2016-10-13","2016-10-15",3,9,"Internet","Likely Voters","Politico/Morning Consult","2016",42,36,2704,2704
"2705","--","Politico/Morning Consult",676,"2016-10-13","2016-10-15",3,4,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",81,6,2705,2705
"2706","--","Politico/Morning Consult",566,"2016-10-13","2016-10-15",1,7,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",6,78,2706,2706
"2707","--","Politico/Morning Consult",495,"2016-10-13","2016-10-15",6,16,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",30,30,2707,2707
"2708","--","SurveyUSA/Boston Globe/Colby College",845,"2016-10-11","2016-10-14",2,11,"IVR/Online","Likely Voters","SurveyUSA/Boston Globe/Colby College","2016",46,36,2708,2708
"2709","--","SurveyUSA/Boston Globe/Colby College",NA,"2016-10-11","2016-10-14",1,5,"IVR/Online","Likely Voters - Democrat","SurveyUSA/Boston Globe/Colby College","2016",88,5,2709,2709
"2710","--","SurveyUSA/Boston Globe/Colby College",NA,"2016-10-11","2016-10-14",1,9,"IVR/Online","Likely Voters - Republican","SurveyUSA/Boston Globe/Colby College","2016",13,75,2710,2710
"2711","--","SurveyUSA/Boston Globe/Colby College",NA,"2016-10-11","2016-10-14",4,16,"IVR/Online","Likely Voters - independent","SurveyUSA/Boston Globe/Colby College","2016",34,34,2711,2711
"2712","--","Lucid/The Times-Picayune",553,"2016-10-11","2016-10-13",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",45,36,2712,2712
"2713","--","Rasmussen",NA,"2016-10-11","2016-10-13",3,2,"IVR/Online","Likely Voters - Democrat","Rasmussen","2016",76,16,2713,2713
"2714","--","Rasmussen",NA,"2016-10-11","2016-10-13",6,5,"IVR/Online","Likely Voters - Republican","Rasmussen","2016",9,77,2714,2714
"2715","--","Rasmussen",NA,"2016-10-11","2016-10-13",8,10,"IVR/Online","Likely Voters - independent","Rasmussen","2016",32,38,2715,2715
"2716","--","NBC/WSJ",905,"2016-10-10","2016-10-13",5,3,"Live Phone","Likely Voters","NBC/WSJ","2016",48,37,2716,2716
"2717","--","ABC/Post",740,"2016-10-10","2016-10-13",2,3,"Live Phone","Likely Voters","ABC/Post","2016",47,43,2717,2717
"2718","--","GWU/Battleground",1000,"2016-10-08","2016-10-13",2,4,"Live Phone","Likely Voters","GWU/Battleground","2016",47,39,2718,2718
"2719","--","GWU/Battleground",440,"2016-10-08","2016-10-13",2,2,"Live Phone","Likely Voters - Democrat","GWU/Battleground","2016",87,5,2719,2719
"2720","--","GWU/Battleground",400,"2016-10-08","2016-10-13",0,3,"Live Phone","Likely Voters - Republican","GWU/Battleground","2016",7,81,2720,2720
"2721","--","GWU/Battleground",160,"2016-10-08","2016-10-13",7,13,"Live Phone","Likely Voters - independent","GWU/Battleground","2016",33,31,2721,2721
"2722","--","FOX",917,"2016-10-10","2016-10-12",4,6,"Live Phone","Likely Voters","FOX","2016",45,38,2722,2722
"2723","--","FOX",NA,"2016-10-10","2016-10-12",3,4,"Live Phone","Likely Voters - Democrat","FOX","2016",81,5,2723,2723
"2724","--","FOX",NA,"2016-10-10","2016-10-12",1,6,"Live Phone","Likely Voters - Republican","FOX","2016",6,80,2724,2724
"2725","--","FOX",NA,"2016-10-10","2016-10-12",13,9,"Live Phone","Likely Voters - independent","FOX","2016",35,35,2725,2725
"2726","--","Insights West",953,"2016-10-10","2016-10-11",5,10,"Internet","Likely Voters","Insights West","2016",42,37,2726,2726
"2727","--","Insights West",NA,"2016-10-10","2016-10-11",0,6,"Internet","Likely Voters - Democrat","Insights West","2016",87,5,2727,2727
"2728","--","Insights West",NA,"2016-10-10","2016-10-11",5,8,"Internet","Likely Voters - Republican","Insights West","2016",8,74,2728,2728
"2729","--","Insights West",NA,"2016-10-10","2016-10-11",10,15,"Internet","Likely Voters - independent","Insights West","2016",32,31,2729,2729
"2730","--","Rasmussen",1500,"2016-10-09","2016-10-11",6,5,"IVR/Online","Likely Voters","Rasmussen","2016",43,39,2730,2730
"2731","--","Politico/Morning Consult",1757,"2016-10-10","2016-10-10",NA,13,"Internet","Likely Voters","Politico/Morning Consult","2016",46,41,2731,2731
"2732","--","Politico/Morning Consult",677,"2016-10-10","2016-10-10",NA,6,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",85,9,2732,2732
"2733","--","Politico/Morning Consult",550,"2016-10-10","2016-10-10",NA,8,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",9,83,2733,2733
"2734","--","Politico/Morning Consult",529,"2016-10-10","2016-10-10",NA,26,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",36,38,2734,2734
"2735","--","Politico/Morning Consult",1757,"2016-10-10","2016-10-10",3,7,"Internet","Likely Voters","Politico/Morning Consult","2016",42,37,2735,2735
"2736","--","Politico/Morning Consult",677,"2016-10-10","2016-10-10",3,4,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",81,8,2736,2736
"2737","--","Politico/Morning Consult",550,"2016-10-10","2016-10-10",1,5,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",7,77,2737,2737
"2738","--","Politico/Morning Consult",529,"2016-10-10","2016-10-10",6,14,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",29,34,2738,2738
"2739","--","Lucid/The Times-Picayune",543,"2016-10-08","2016-10-10",2,11,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",44,37,2739,2739
"2740","--","Ipsos/Reuters",2363,"2016-10-06","2016-10-10",9,10,"Internet","Likely Voters","Ipsos/Reuters","2016",44,37,2740,2740
"2741","--","Ipsos/Reuters",NA,"2016-10-06","2016-10-10",5,6,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",79,9,2741,2741
"2742","--","Ipsos/Reuters",NA,"2016-10-06","2016-10-10",9,6,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",8,77,2742,2742
"2743","--","Ipsos/Reuters",NA,"2016-10-06","2016-10-10",27,17,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",24,32,2743,2743
"2744","--","Ipsos/Reuters",2363,"2016-10-06","2016-10-10",4,9,"Internet","Likely Voters","Ipsos/Reuters","2016",44,37,2744,2744
"2745","--","Ipsos/Reuters",NA,"2016-10-06","2016-10-10",3,4,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",79,10,2745,2745
"2746","--","Ipsos/Reuters",NA,"2016-10-06","2016-10-10",4,6,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",8,77,2746,2746
"2747","--","Ipsos/Reuters",NA,"2016-10-06","2016-10-10",16,15,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",23,31,2747,2747
"2748","--","Rasmussen",NA,"2016-10-06","2016-10-10",4,1,"IVR/Online","Likely Voters - Democrat","Rasmussen","2016",80,11,2748,2748
"2749","--","Rasmussen",NA,"2016-10-06","2016-10-10",4,4,"IVR/Online","Likely Voters - Republican","Rasmussen","2016",17,69,2749,2749
"2750","--","Rasmussen",NA,"2016-10-06","2016-10-10",12,7,"IVR/Online","Likely Voters - independent","Rasmussen","2016",29,39,2750,2750
"2751","--","Pew",3616,"2016-09-27","2016-10-10",5,0,"Live Phone","Registered Voters","Pew","2016",46,39,2751,2751
"2752","--","Public Religion Research Institute/The Atlantic",886,"2016-10-05","2016-10-09",4,8,"Live Phone","Likely Voters","Public Religion Research Institute/The Atlantic","2016",49,38,2752,2752
"2753","--","UPI/CVOTER",1350,"2016-10-03","2016-10-09",6,NA,"Internet","Likely Voters","UPI/CVOTER","2016",50,44,2753,2753
"2754","--","NBC/SurveyMonkey",23329,"2016-10-03","2016-10-09",NA,5,"Internet","Likely Voters","NBC/SurveyMonkey","2016",51,44,2754,2754
"2755","--","NBC/SurveyMonkey",23329,"2016-10-03","2016-10-09",3,2,"Internet","Likely Voters","NBC/SurveyMonkey","2016",46,41,2755,2755
"2756","--","Politico/Morning Consult",1390,"2016-10-08","2016-10-08",NA,14,"Internet","Likely Voters","Politico/Morning Consult","2016",45,41,2756,2756
"2757","--","Politico/Morning Consult",491,"2016-10-08","2016-10-08",NA,6,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",88,6,2757,2757
"2758","--","Politico/Morning Consult",480,"2016-10-08","2016-10-08",NA,15,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",7,78,2758,2758
"2759","--","Politico/Morning Consult",419,"2016-10-08","2016-10-08",NA,22,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",38,40,2759,2759
"2760","--","Politico/Morning Consult",1390,"2016-10-08","2016-10-08",3,9,"Internet","Likely Voters","Politico/Morning Consult","2016",42,38,2760,2760
"2761","--","Politico/Morning Consult",491,"2016-10-08","2016-10-08",2,3,"Internet","Likely Voters - Democrat","Politico/Morning Consult","2016",87,5,2761,2761
"2762","--","Politico/Morning Consult",480,"2016-10-08","2016-10-08",1,12,"Internet","Likely Voters - Republican","Politico/Morning Consult","2016",7,74,2762,2762
"2763","--","Politico/Morning Consult",419,"2016-10-08","2016-10-08",5,14,"Internet","Likely Voters - independent","Politico/Morning Consult","2016",30,35,2763,2763
"2764","--","YouGov/Economist",1135,"2016-10-07","2016-10-08",4,9,"Internet","Registered Voters","YouGov/Economist","2016",44,38,2764,2764
"2765","--","YouGov/Economist",454,"2016-10-07","2016-10-08",2,4,"Internet","Registered Voters - Democrat","YouGov/Economist","2016",87,6,2765,2765
"2766","--","YouGov/Economist",317,"2016-10-07","2016-10-08",4,5,"Internet","Registered Voters - Republican","YouGov/Economist","2016",3,81,2766,2766
"2767","--","YouGov/Economist",364,"2016-10-07","2016-10-08",5,16,"Internet","Registered Voters - independent","YouGov/Economist","2016",36,35,2767,2767
"2768","--","Lucid/The Times-Picayune",533,"2016-10-05","2016-10-07",2,10,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",46,36,2768,2768
"2769","--","Quinnipiac",1064,"2016-10-05","2016-10-06",3,4,"Live Phone","Likely Voters","Quinnipiac","2016",45,40,2769,2769
"2770","--","Quinnipiac",NA,"2016-10-05","2016-10-06",3,2,"Live Phone","Likely Voters - Democrat","Quinnipiac","2016",89,3,2770,2770
"2771","--","Quinnipiac",NA,"2016-10-05","2016-10-06",1,2,"Live Phone","Likely Voters - Republican","Quinnipiac","2016",5,87,2771,2771
"2772","--","Quinnipiac",NA,"2016-10-05","2016-10-06",8,4,"Live Phone","Likely Voters - independent","Quinnipiac","2016",46,32,2772,2772
"2773","--","Rasmussen",1500,"2016-10-04","2016-10-06",4,4,"IVR/Online","Likely Voters","Rasmussen","2016",43,42,2773,2773
"2774","--","FOX",896,"2016-10-03","2016-10-06",3,5,"Live Phone","Likely Voters","FOX","2016",44,42,2774,2774
"2775","--","FOX",NA,"2016-10-03","2016-10-06",4,3,"Live Phone","Likely Voters - Democrat","FOX","2016",87,3,2775,2775
"2776","--","FOX",NA,"2016-10-03","2016-10-06",1,5,"Live Phone","Likely Voters - Republican","FOX","2016",4,84,2776,2776
"2777","--","FOX",NA,"2016-10-03","2016-10-06",8,7,"Live Phone","Likely Voters - independent","FOX","2016",35,39,2777,2777
"2778","--","Rasmussen",NA,"2016-10-03","2016-10-05",3,2,"IVR/Online","Likely Voters - Democrat","Rasmussen","2016",77,15,2778,2778
"2779","--","Rasmussen",NA,"2016-10-03","2016-10-05",2,4,"IVR/Online","Likely Voters - Republican","Rasmussen","2016",12,77,2779,2779
"2780","--","Rasmussen",NA,"2016-10-03","2016-10-05",9,5,"IVR/Online","Likely Voters - independent","Rasmussen","2016",28,40,2780,2780
"2781","--","Lucid/The Times-Picayune",451,"2016-10-02","2016-10-04",3,9,"Internet","Likely Voters","Lucid/The Times-Picayune","2016",45,37,2781,2781
"2782","--","YouGov/Economist",1055,"2016-10-01","2016-10-03",5,7,"Internet","Registered Voters","YouGov/Economist","2016",43,40,2782,2782
"2783","--","YouGov/Economist",415,"2016-10-01","2016-10-03",2,5,"Internet","Registered Voters - Democrat","YouGov/Economist","2016",84,8,2783,2783
"2784","--","YouGov/Economist",255,"2016-10-01","2016-10-03",2,4,"Internet","Registered Voters - Republican","YouGov/Economist","2016",5,85,2784,2784
"2785","--","YouGov/Economist",385,"2016-10-01","2016-10-03",10,11,"Internet","Registered Voters - independent","YouGov/Economist","2016",35,36,2785,2785
"2786","--","Rasmussen",1500,"2016-09-29","2016-10-03",4,4,"IVR/Online","Likely Voters","Rasmussen","2016",42,41,2786,2786
"2787","--","Ipsos/Reuters",1239,"2016-09-29","2016-10-03",9,9,"Internet","Likely Voters","Ipsos/Reuters","2016",44,37,2787,2787
"2788","--","Ipsos/Reuters",NA,"2016-09-29","2016-10-03",5,5,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",84,7,2788,2788
"2789","--","Ipsos/Reuters",NA,"2016-09-29","2016-10-03",8,7,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",11,74,2789,2789
"2790","--","Ipsos/Reuters",NA,"2016-09-29","2016-10-03",29,25,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",16,29,2790,2790
"2791","--","Ipsos/Reuters",1239,"2016-09-29","2016-10-03",5,8,"Internet","Likely Voters","Ipsos/Reuters","2016",42,36,2791,2791
"2792","--","Ipsos/Reuters",NA,"2016-09-29","2016-10-03",5,5,"Internet","Likely Voters - Democrat","Ipsos/Reuters","2016",81,7,2792,2792
"2793","--","Ipsos/Reuters",NA,"2016-09-29","2016-10-03",4,6,"Internet","Likely Voters - Republican","Ipsos/Reuters","2016",9,72,2793,2793
"2794","--","Ipsos/Reuters",NA,"2016-09-29","2016-10-03",12,16,"Internet","Likely Voters - independent","Ipsos/Reuters","2016",17,28,2794,2794
"2795","--","Morning Consult",1778,"2016-09-30","2016-10-02",NA,16,"Internet","Likely Voters","Morning Consult","2016",46,39,2795,2795
"2796","--","Morning Consult",711,"2016-09-30","2016-10-02",NA,6,"Internet","Likely Voters - Democrat","Morning Consult","2016",85,9,2796,2796
"2797","--","Morning Consult",552,"2016-09-30","2016-10-02",NA,12,"Internet","Likely Voters - Republican","Morning Consult","2016",8,80,2797,2797
"2798","--","Morning Consult",515,"2016-09-30","2016-10-02",NA,32,"Internet","Likely Voters - independent","Morning Consult","2016",32,36,2798,2798
"2799","--","Morning Consult",1778,"2016-09-30","2016-10-02",3,10,"Internet","Likely Voters","Morning Consult","2016",42,36,2799,2799
"2800","--","Morning Consult",711,"2016-09-30","2016-10-02",2,4,"Internet","Likely Voters - Democrat","Morning Consult","2016",81,9,2800,2800
"2801","--","Morning Consult",552,"2016-09-30","2016-10-02",1,8,"Internet","Likely Voters - Republican","Morning Consult","2016",7,77,2801,2801
